Sym,Time,Bot/Sld,Price,Quantity,Commision,P&L,Amount,Trade Type
INFN,9/30/2024 10:18,Sld,6.66,334,,3.34,2224.44,Closing
INFN,9/30/2024 10:10,Sld,6.68,317,,9.51,2117.56,Closing
FCX,9/30/2024 9:31,Sld,50.21,37,,-76.5997,1857.77,Closing
FCX,9/30/2024 9:31,Sld,50.21,39,,-80.7403,1958.19,Closing
GLNG,9/27/2024 12:48,Bot,37.12,53,,,1967.36,Opening
GLNG,9/27/2024 12:48,Bot,37.12,55,,,2041.6,Opening
SOUN,9/27/2024 10:17,Sld,4.79,392,,-98,1877.68,Closing
TSM,9/27/2024 10:13,Sld,181.5,12,,-23.52,2178,Closing
TSM,9/27/2024 9:37,Sld,183.54,12,,0.96,2202.48,Closing
GOTU,9/27/2024 9:31,Sld,4,477,,171.72,1908,Closing
GOTU,9/26/2024 11:49,Bot,3.64,477,,,1736.28,Opening
GOTU,9/26/2024 11:49,Bot,3.64,502,,,1827.28,Opening
FCX,9/26/2024 11:48,Bot,52.27,37,,,1933.99,Opening
FCX,9/26/2024 11:48,Bot,52.29,39,,,2039.31,Opening
POWL,9/25/2024 14:22,Sld,211.76,1,,-10.65,211.76,Closing
POWL,9/25/2024 14:22,Sld,211.76,1,,-10.65,211.76,Closing
POWL,9/25/2024 14:08,Sld,212.51,10,,-99,2125.1,Closing
POWL,9/25/2024 10:55,Bot,222.41,10,,,2224.1,Opening
POWL,9/25/2024 10:55,Bot,222.41,1,,,222.41,Opening
POWL,9/25/2024 10:55,Bot,222.41,1,,,222.41,Opening
TSM,9/25/2024 10:45,Bot,183.37,12,,,2200.44,Opening
TSM,9/25/2024 10:45,Bot,183.55,12,,,2202.6,Opening
SOUN,9/24/2024 10:40,Sld,4.81,373,,-85.79,1794.13,Closing
ROKU,9/20/2024 13:58,Sld,75.94,48,,10.08,3645.12,Closing
PLTR,9/20/2024 13:00,Sld,36.47,52,,1.3073,1896.44,Closing
PLTR,9/20/2024 13:00,Sld,36.47,55,,1.3827,2005.85,Closing
SOUN,9/18/2024 11:55,Bot,5.04,373,,,1879.92,Opening
SOUN,9/18/2024 11:55,Bot,5.04,392,,,1975.68,Opening
TTD,9/18/2024 11:53,Bot,107.55,19,,,2043.45,Opening
TTD,9/18/2024 11:52,Bot,107.54,20,,,2150.8,Opening
EXK,9/18/2024 11:19,Sld,3.49,809,,56.63,2823.41,Closing
INTC,9/17/2024 13:42,Sld,21.41,168,,-28.56,3596.88,Closing
INTC,9/17/2024 13:11,Bot,21.58,168,,,3625.44,Opening
MELI,9/17/2024 10:37,Sld,2091.7,1,,-0.815,2091.7,Closing
MELI,9/17/2024 10:37,Sld,2091.7,1,,-0.815,2091.7,Closing
MELI,9/17/2024 10:37,Sld,2091.7,1,,-0.815,2091.7,Closing
MELI,9/17/2024 10:37,Sld,2091.7,1,,-0.815,2091.7,Closing
ROKU,9/17/2024 10:32,Bot,75.73,48,,,3635.04,Opening
INTC,9/17/2024 10:28,Sld,21.86,168,,,3672.48,Closing
INTC,9/17/2024 10:27,Bot,21.86,168,,,3672.48,Opening
PLTR,9/16/2024 12:33,Bot,36.45,52,,,1895.4,Opening
PLTR,9/16/2024 12:33,Bot,36.44,55,,,2004.2,Opening
INFN,9/16/2024 10:16,Bot,6.65,317,,,2108.05,Opening
INFN,9/16/2024 10:16,Bot,6.65,334,,,2221.1,Opening
EXK,9/16/2024 9:52,Sld,3.76,768,,261.12,2887.68,Closing
MELI,9/12/2024 10:21,Bot,2092.62,1,,,2092.62,Opening
MELI,9/12/2024 10:21,Bot,2092.62,1,,,2092.62,Opening
MELI,9/12/2024 10:21,Bot,2092.14,1,,,2092.14,Opening
MELI,9/12/2024 10:21,Bot,2092.68,1,,,2092.68,Opening
EXK,9/12/2024 10:20,Bot,3.42,768,,,2626.56,Opening
EXK,9/12/2024 10:19,Bot,3.42,809,,,2766.78,Opening
CLS,9/9/2024 10:03,Bot,43.57,53,,1.59,2309.21,Opening
MELI,9/6/2024 11:57,Sld,1977,2,,4,3954,Closing
AFRM,9/6/2024 11:17,Sld,38.33,57,,-120.5331,2184.81,Closing
AFRM,9/6/2024 11:08,Sld,38.85,60,,-95.6769,2331,Closing
UHS,9/6/2024 10:17,Sld,232.77,22,,196.46,5120.94,Closing
AFRM,9/6/2024 9:57,Bot,40.46,57,,,2306.22,Opening
AFRM,9/6/2024 9:57,Bot,40.43,60,,,2425.8,Opening
CLS,9/6/2024 9:55,Sld,43.6,53,,,2310.8,Closing
ASTS,9/5/2024 9:38,Sld,28.4,69,,-369.84,1959.6,Closing
ASTS,9/4/2024 11:10,Bot,33.76,69,,,2329.44,Opening
ASTS,9/4/2024 11:10,Sld,33.78,138,,-26.22,4661.64,Closing
ASTS,9/4/2024 11:09,Bot,33.97,138,,,4687.86,Opening
LUMN,8/29/2024 14:54,Bot,5.21,1188,,11.88,6189.48,Opening
LUMN,8/29/2024 14:54,Bot,5.21,1080,,10.8,5626.8,Opening
HPQ,8/29/2024 11:28,Bot,36.42,202,,2.02,7356.84,Opening
CGC,8/29/2024 11:26,Bot,5.25,2845,,,14936.25,Opening
HPQ,8/29/2024 10:56,Sld,36.43,202,,,7358.86,Closing
HPQ,8/29/2024 10:55,Bot,36.5,203,,-42.63,7409.5,Opening
HPQ,8/29/2024 10:53,Sld,36.29,203,,,7366.87,Closing
HPQ,8/29/2024 10:52,Sld,36.36,404,,-40.4,14689.44,Closing
HPQ,8/29/2024 10:17,Bot,36.46,404,,,14729.84,Opening
WBA,8/29/2024 10:04,Bot,9.15,441,,398.5118,4035.15,Opening
WBA,8/29/2024 9:50,Bot,9.04,401,,406.4756,3625.04,Opening
WBA,8/29/2024 9:49,Bot,9.05,485,,486.7726,4389.25,Opening
GDOT,8/28/2024 12:17,Sld,10.94,357,,,3905.58,Closing
GDOT,8/28/2024 12:17,Sld,10.94,397,,,4343.18,Closing
UHS,8/28/2024 9:55,Sld,237.49,25,,341.25,5937.25,Closing
SKE,8/28/2024 9:31,Sld,7.72,432,,-181.44,3335.04,Closing
LUMN,8/27/2024 9:48,Sld,5.22,1188,,,6201.36,Closing
LUMN,8/27/2024 9:48,Sld,5.22,1080,,,5637.6,Closing
LUMN,8/27/2024 9:48,Sld,5.22,786,,-47.16,4102.92,Closing
CGC,8/27/2024 9:48,Sld,5.25,2845,,,14936.25,Closing
LUMN,8/27/2024 9:46,Bot,5.28,786,,,4150.08,Opening
AVBP,8/26/2024 15:17,Sld,27.97,112,,288.96,3132.64,Closing
AVBP,8/26/2024 15:17,Sld,27.97,125,,322.5,3496.25,Closing
LUMN,8/26/2024 10:42,Sld,5.91,735,,-485.1,4343.85,Closing
LUMN,8/26/2024 10:42,Sld,5.91,816,,-538.56,4822.56,Closing
TGTX,8/26/2024 10:23,Sld,23.73,1,,-0.7,23.73,Closing
AVBP,8/26/2024 9:39,Bot,25.39,112,,,2843.68,Opening
AVBP,8/26/2024 9:38,Bot,25.39,125,,,3173.75,Opening
SKE,8/26/2024 9:35,Bot,8.14,432,,,3516.48,Opening
GDOT,8/23/2024 9:46,Bot,10.94,357,,,3905.58,Opening
GDOT,8/23/2024 9:46,Bot,10.94,397,,,4343.18,Opening
LUMN,8/23/2024 9:42,Bot,6.57,735,,,4828.95,Opening
LUMN,8/23/2024 9:42,Bot,6.57,816,,,5361.12,Opening
WBA,8/22/2024 15:54,Sld,10.06,485,,,4879.1,Closing
WBA,8/22/2024 15:54,Sld,10.05,441,,,4432.05,Closing
WBA,8/22/2024 15:53,Sld,10.05,401,,,4030.05,Closing
KO,8/22/2024 13:31,Sld,69.11,86,,-53.5191,5943.46,Closing
KO,8/22/2024 12:45,Sld,69.29,48,,-21.2311,3325.92,Closing
MRNA,8/22/2024 11:10,Sld,83.43,37,,-165.76,3086.91,Closing
KO,8/21/2024 15:32,Sld,69.39,69,,-23.6198,4787.91,Closing
MELI,8/21/2024 9:36,Sld,1973.26,2,,-3.48,3946.52,Closing
KO,8/21/2024 9:35,Bot,69.78,69,,,4814.82,Opening
KO,8/21/2024 9:34,Bot,69.74,86,,,5997.64,Opening
KO,8/21/2024 9:33,Bot,69.65,48,,,3343.2,Opening
EBS,8/20/2024 10:37,Sld,10.59,349,,34.9,3695.91,Closing
CLOV,8/19/2024 10:19,Sld,3.07,1,,-0.13,3.07,Closing
TGTX,8/19/2024 9:51,Bot,24.43,1,,,24.43,Opening
CLOV,8/19/2024 9:50,Bot,3.2,1,,,3.2,Opening
MRNA,8/16/2024 9:36,Bot,87.91,37,,,3252.67,Opening
EBS,8/16/2024 9:34,Bot,10.49,349,,,3661.01,Opening
MELI,8/15/2024 10:45,Bot,1975,2,,,3950,Opening
MELI,8/15/2024 10:45,Bot,1975,2,,,3950,Opening
UHS,8/14/2024 12:02,Bot,223.84,22,,,4924.48,Opening
UHS,8/14/2024 12:01,Bot,223.84,25,,,5596,Opening
ULTA,8/13/2024 11:46,Bot,326.86,16,,-115.1612,5229.76,Opening
ARLO,8/13/2024 9:49,Sld,11.98,406,,-198.94,4863.88,Closing
ULTA,8/13/2024 9:41,Bot,322.31,17,,-45.0088,5479.27,Opening
ULTA,8/12/2024 9:45,Sld,319.74,17,,,5435.58,Closing
ULTA,8/12/2024 9:45,Sld,319.58,16,,,5113.28,Closing
NFE,8/12/2024 9:36,Bot,14.45,389,,-486.25,5621.05,Opening
NFE,8/12/2024 9:30,Sld,13.2,389,,,5134.8,Closing
NFE,8/9/2024 9:57,Sld,14.32,355,,-568,5083.6,Closing
ARLO,8/9/2024 9:33,Bot,12.47,406,,,5062.82,Opening
NFE,8/9/2024 9:30,Bot,15.92,355,,,5651.6,Opening
HLF,8/7/2024 11:57,Bot,9.38,603,,-12.06,5656.14,Opening
HLF,8/7/2024 11:57,Sld,9.36,603,,,5644.08,Closing
HLF,8/7/2024 11:57,Bot,9.38,1997,,-33.91,18731.86,Opening
HLF,8/7/2024 11:57,Sld,9.36,730,,,6832.8,Closing
HLF,8/7/2024 11:56,Sld,9.36,664,,,6215.04,Closing
HLF,8/7/2024 11:55,Sld,9.37,603,,,5650.11,Closing
CVNA,8/5/2024 9:30,Sld,119.25,19,,-208.905,2265.75,Closing
GLNG,8/1/2024 11:42,Sld,33.89,235,,776.0875,7964.15,Closing
GLNG,8/1/2024 11:42,Sld,33.91,235,,780.7875,7968.85,Closing
CVNA,8/1/2024 9:46,Sld,147.94,19,,336.205,2810.86,Closing
DAWN,7/31/2024 9:51,Sld,14.45,2444,,-3959.28,35315.8,Closing
DAWN,7/30/2024 9:30,Bot,16.07,2444,,,39275.08,Opening
COOP,7/29/2024 15:59,Sld,91.46,43,,1.72,3932.78,Closing
COOP,7/29/2024 15:54,Sld,91.54,43,,5.16,3936.22,Closing
KRE,7/29/2024 10:19,Sld,58.38,95,,-95.95,5546.1,Closing
KRE,7/29/2024 10:19,Sld,58.4,95,,-94.05,5548,Closing
KRE,7/26/2024 9:35,Bot,59.38,95,,,5641.1,Opening
KRE,7/26/2024 9:35,Bot,59.4,95,,,5643,Opening
CRWD,7/26/2024 9:34,Bot,257.33,19,,109.63,4889.27,Opening
CVNA,7/25/2024 11:14,Bot,130.17,19,,,2473.23,Opening
CVNA,7/25/2024 11:13,Bot,130.32,19,,,2476.08,Opening
IREN,7/25/2024 10:31,Bot,10.03,1027,,-390.26,10300.81,Opening
COOP,7/25/2024 10:09,Bot,91.42,43,,,3931.06,Opening
COOP,7/25/2024 10:09,Bot,91.42,43,,,3931.06,Opening
IREN,7/25/2024 9:55,Sld,9.65,1027,,,9910.55,Closing
CRWD,7/24/2024 11:21,Sld,263.1,19,,,4998.9,Closing
CRWD,7/23/2024 9:55,Bot,270.25,19,,-126.16,5134.75,Opening
CRWD,7/22/2024 12:04,Sld,263.61,19,,,5008.59,Closing
NFLX,7/19/2024 9:37,Sld,656.44,5,,-91.475,3282.2,Closing
NFLX,7/19/2024 9:37,Sld,656.44,3,,-54.885,1969.32,Closing
NFLX,7/19/2024 9:33,Bot,673.4,5,,,3367,Opening
NFLX,7/19/2024 9:32,Bot,676.96,3,,,2030.88,Opening
BAC,7/18/2024 11:51,Sld,43.46,140,,1.4,6084.4,Closing
BAC,7/18/2024 11:49,Sld,43.48,140,,4.2,6087.2,Closing
CRDO,7/17/2024 10:25,Sld,31,63,,-166.32,1953,Closing
CRDO,7/17/2024 10:23,Sld,31.06,63,,-162.54,1956.78,Closing
SHOP,7/17/2024 10:01,Sld,66.65,162,,-230.85,10797.3,Closing
INTC,7/17/2024 9:47,Sld,35.84,422,,-508.51,15124.48,Closing
INTC,7/17/2024 9:47,Sld,35.84,422,,-508.51,15124.48,Closing
LGVN,7/17/2024 9:45,Sld,4.14,396,,-152.46,1639.44,Closing
LGVN,7/17/2024 9:45,Sld,4.15,396,,-148.5,1643.4,Closing
INTC,7/17/2024 9:36,Bot,37.03,422,,,15626.66,Opening
INTC,7/17/2024 9:36,Bot,37.06,422,,,15639.32,Opening
LGVN,7/17/2024 9:35,Bot,4.54,396,,,1797.84,Opening
LGVN,7/17/2024 9:33,Bot,4.51,396,,,1785.96,Opening
LGVN,7/17/2024 9:33,Sld,4.55,792,,23.76,3603.6,Closing
LGVN,7/17/2024 9:33,Bot,4.52,792,,,3579.84,Opening
SHOP,7/17/2024 9:30,Sld,67.92,162,,-25.11,11003.04,Closing
CRDO,7/16/2024 10:11,Bot,33.68,63,,,2121.84,Opening
CRDO,7/16/2024 10:11,Bot,33.6,63,,,2116.8,Opening
BAC,7/16/2024 9:57,Bot,43.45,140,,,6083,Opening
BAC,7/16/2024 9:57,Bot,43.45,140,,,6083,Opening
SHOP,7/16/2024 9:46,Bot,68.16,162,,,11041.92,Opening
SHOP,7/16/2024 9:46,Bot,67.99,162,,,11014.38,Opening
GLNG,7/5/2024 9:30,Sld,32.85,235,,531.6875,7719.75,Closing
GLNG,6/28/2024 10:15,Sld,31.56,235,,228.5375,7416.6,Closing
SRPT,6/26/2024 9:30,Sld,155.15,193,,-2283.19,29943.95,Closing
ALT,6/25/2024 9:30,Sld,7.04,355,,-265.2142,2499.2,Closing
ALT,6/24/2024 12:02,Sld,7.83,399,,17.1242,3124.17,Closing
GLNG,6/24/2024 10:15,Bot,30.67,235,,,7207.45,Opening
GLNG,6/24/2024 10:14,Bot,30.68,235,,,7209.8,Opening
GLNG,6/24/2024 10:10,Bot,30.5,235,,,7167.5,Opening
GLNG,6/24/2024 10:10,Bot,30.5,235,,,7167.5,Opening
ALT,6/24/2024 9:38,Bot,7.84,355,,,2783.2,Opening
ALT,6/24/2024 9:37,Bot,7.74,399,,,3088.26,Opening
ALT,6/24/2024 9:37,Sld,7.68,1498,,-58.75,11504.64,Closing
ALT,6/24/2024 9:37,Bot,7.63,283,,,2159.29,Opening
ALT,6/24/2024 9:36,Bot,7.74,1215,,,9404.1,Opening
TKC,6/24/2024 9:30,Sld,7.41,1088,,-261.12,8062.08,Closing
TKC,6/24/2024 9:30,Sld,7.41,1088,,-261.12,8062.08,Closing
SID,6/21/2024 11:15,Sld,2.32,1483,,-192.79,3440.56,Closing
SRPT,6/21/2024 9:43,Bot,166.98,193,,,32227.14,Opening
TPC,6/21/2024 9:35,Sld,21.1,263,,-13.15,5549.3,Closing
BA,6/20/2024 14:30,Bot,175.76,70,,2.8,12303.2,Opening
KBH,6/20/2024 13:26,Sld,69.35,82,,-149.24,5686.7,Closing
KBH,6/20/2024 13:26,Sld,69.35,82,,-149.24,5686.7,Closing
MU,6/20/2024 12:31,Sld,146.02,21,,8.82,3066.42,Closing
TSM,6/20/2024 12:02,Sld,177.1,26,,-158.6,4604.6,Closing
TSM,6/20/2024 11:57,Sld,177.73,26,,-142.22,4620.98,Closing
KBH,6/20/2024 10:13,Bot,71.17,82,,,5835.94,Opening
KBH,6/20/2024 10:13,Bot,71.17,82,,,5835.94,Opening
TKC,6/20/2024 9:56,Bot,7.65,1088,,,8323.2,Opening
TKC,6/20/2024 9:56,Bot,7.65,1088,,,8323.2,Opening
SID,6/20/2024 9:30,Sld,2.38,1483,,-103.81,3529.54,Closing
TBLT,6/18/2024 12:38,Sld,3.06,1165,,-262.125,3564.9,Closing
TBLT,6/18/2024 12:36,Sld,3.15,1165,,-157.275,3669.75,Closing
TSM,6/18/2024 10:21,Bot,183.14,26,,,4761.64,Opening
TSM,6/18/2024 10:21,Bot,183.26,26,,,4764.76,Opening
TBLT,6/18/2024 10:12,Bot,3.28,1165,,,3821.2,Opening
TBLT,6/18/2024 10:11,Bot,3.29,1165,,,3832.85,Opening
SID,6/18/2024 9:50,Bot,2.45,1483,,,3633.35,Opening
SID,6/18/2024 9:50,Bot,2.45,1483,,,3633.35,Opening
CGNT,6/18/2024 9:49,Bot,7.55,684,,-164.16,5164.2,Opening
CGNT,6/18/2024 9:46,Sld,7.31,684,,,5000.04,Closing
CMTL,6/18/2024 9:45,Sld,3.85,2784,,-250.56,10718.4,Closing
CMTL,6/18/2024 9:44,Bot,3.94,2784,,,10968.96,Opening
BA,6/18/2024 9:33,Sld,175.8,70,,,12306,Closing
HIMS,6/17/2024 11:19,Sld,23.93,117,,-162.63,2799.81,Closing
HIMS,6/17/2024 11:19,Sld,23.99,117,,-155.61,2806.83,Closing
HIMS,6/17/2024 10:10,Bot,25.33,117,,,2963.61,Opening
HIMS,6/17/2024 10:09,Bot,25.31,117,,,2961.27,Opening
TRNR,6/17/2024 9:42,Sld,7.03,2428,,5972.88,17068.84,Closing
TRNR,6/17/2024 9:31,Bot,4.57,2428,,,11095.96,Opening
MU,6/17/2024 9:30,Bot,145.6,21,,,3057.6,Opening
CHWY,6/14/2024 13:51,Sld,22,94,,116.09,2068,Closing
CHWY,6/14/2024 13:33,Sld,22.03,94,,118.91,2070.82,Closing
TPC,6/14/2024 10:02,Bot,21.15,263,,,5562.45,Opening
NVTS,6/13/2024 10:01,Sld,4.64,931,,-316.54,4319.84,Closing
NVTS,6/12/2024 15:40,Sld,4.83,838,,-125.7,4047.54,Closing
BLNK,6/12/2024 14:00,Sld,3.43,1423,,-270.37,4880.89,Closing
BLNK,6/12/2024 14:00,Sld,3.44,1581,,-284.58,5438.64,Closing
WOOF,6/12/2024 14:00,Sld,3.66,784,,-172.48,2869.44,Closing
WOOF,6/12/2024 14:00,Sld,3.67,706,,-148.26,2591.02,Closing
TMCI,6/12/2024 9:57,Sld,6.15,586,,-152.36,3603.9,Closing
TMCI,6/12/2024 9:57,Sld,6.2,527,,-110.67,3267.4,Closing
WOOF,6/12/2024 9:38,Bot,3.88,706,,,2739.28,Opening
WOOF,6/12/2024 9:37,Bot,3.88,784,,,3041.92,Opening
TMCI,6/12/2024 9:36,Bot,6.41,527,,,3378.07,Opening
TMCI,6/12/2024 9:35,Bot,6.41,586,,,3756.26,Opening
NVTS,6/12/2024 9:34,Bot,4.98,838,,,4173.24,Opening
NVTS,6/12/2024 9:34,Bot,4.98,931,,,4636.38,Opening
BLNK,6/12/2024 9:33,Bot,3.62,1423,,,5151.26,Opening
BLNK,6/12/2024 9:33,Bot,3.62,1581,,,5723.22,Opening
AISP,6/11/2024 10:00,Sld,4.26,1645,,329,7007.7,Closing
FSLR,6/11/2024 10:00,Sld,277.22,125,,-1341.25,34652.5,Closing
AISP,6/11/2024 9:36,Bot,4.06,1645,,,6678.7,Opening
FSLR,6/11/2024 9:34,Bot,287.95,125,,,35993.75,Opening
BROS,6/5/2024 10:35,Sld,38.16,152,,-12.16,5800.32,Closing
BROS,6/5/2024 10:35,Bot,38.24,152,,,5812.48,Opening
BROS,6/5/2024 10:34,Sld,38.22,630,,-12.6,24078.6,Closing
BROS,6/5/2024 10:34,Bot,38.24,630,,,24091.2,Opening
IREN,6/3/2024 13:09,Sld,8.16,206,,-136.99,1680.96,Closing
IREN,6/3/2024 13:09,Sld,8.16,206,,-136.99,1680.96,Closing
IREN,6/3/2024 9:58,Bot,8.82,206,,,1816.92,Opening
IREN,6/3/2024 9:58,Bot,8.83,206,,,1818.98,Opening
IREN,6/3/2024 9:57,Sld,8.85,132,,-14.52,1168.2,Closing
IREN,6/3/2024 9:56,Bot,8.96,132,,,1182.72,Opening
CHWY,5/29/2024 10:03,Bot,20.74,94,,,1949.56,Opening
CHWY,5/29/2024 10:03,Bot,20.79,94,,,1954.26,Opening
HIMS,5/22/2024 9:40,Sld,16.56,92,,-243.8,1523.52,Closing
HIMS,5/22/2024 9:40,Sld,16.56,92,,-243.8,1523.52,Closing
DYN,5/22/2024 9:33,Sld,30.48,39,,-163.605,1188.72,Closing
DYN,5/22/2024 9:33,Sld,30.6,39,,-158.925,1193.4,Closing
DYN,5/20/2024 10:23,Bot,34.6,39,,,1349.4,Opening
DYN,5/20/2024 10:23,Bot,34.75,39,,,1355.25,Opening
HIMS,5/20/2024 10:18,Bot,19.17,92,,,1763.64,Opening
HIMS,5/20/2024 10:18,Bot,19.25,92,,,1771,Opening
TMCI,5/14/2024 15:44,Sld,5.01,173,,-83.04,866.73,Closing
TMCI,5/14/2024 15:44,Sld,5.01,173,,-83.04,866.73,Closing
